prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
vt16__vt16_012_template1__template_1__few_none,vt16,van Tiel et al. (2016),vt16_012_template1,few/none,few,none,few,none,quant,1,"the biologist saw few of the birds, but not none of them.",0.54,False,cross-scale/human_data/vt16.csv,"the biologist saw few of the birds, but not",none, none, of them.,"the biologist saw few of the birds, but not none of them.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_012_template2__template_2__few_none,vt16,van Tiel et al. (2016),vt16_012_template2,few/none,few,none,few,none,quant,2,"the cop saw few of the children, but not none of them.",0.54,False,cross-scale/human_data/vt16.csv,"the cop saw few of the children, but not",none, none, of them.,"the cop saw few of the children, but not none of them.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_012_template3__template_3__few_none,vt16,van Tiel et al. (2016),vt16_012_template3,few/none,few,none,few,none,quant,3,"the observer saw few of the stars, but not none of them.",0.54,False,cross-scale/human_data/vt16.csv,"the observer saw few of the stars, but not",none, none, of them.,"the observer saw few of the stars, but not none of them.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_013_template1__template_1__funny_hilarious,vt16,van Tiel et al. (2016),vt16_013_template1,funny/hilarious,funny,hilarious,funny,hilarious,adj,1,"this joke is funny, but not hilarious.",0.29,True,cross-scale/human_data/vt16.csv,"This joke is funny, but not",hilarious, hilarious,.,"This joke is funny, but not hilarious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/funny_hilarious.json,265,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_013_template2__template_2__funny_hilarious,vt16,van Tiel et al. (2016),vt16_013_template2,funny/hilarious,funny,hilarious,funny,hilarious,adj,2,"the play is funny, but not hilarious.",0.29,True,cross-scale/human_data/vt16.csv,"The play is funny, but not",hilarious, hilarious,.,"The play is funny, but not hilarious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/funny_hilarious.json,265,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_013_template3__template_3__funny_hilarious,vt16,van Tiel et al. (2016),vt16_013_template3,funny/hilarious,funny,hilarious,funny,hilarious,adj,3,"this movie is funny, but not hilarious.",0.29,True,cross-scale/human_data/vt16.csv,"This movie is funny, but not",hilarious, hilarious,.,"This movie is funny, but not hilarious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/funny_hilarious.json,265,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_015_template1__template_1__good_excellent,vt16,van Tiel et al. (2016),vt16_015_template1,good/excellent,good,excellent,good,excellent,adj,1,"the food is good, but not excellent.",0.32,True,cross-scale/human_data/vt16.csv,"The food is good, but not",excellent, excellent,.,"The food is good, but not excellent.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/good_excellent.json,1005,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_015_template2__template_2__good_excellent,vt16,van Tiel et al. (2016),vt16_015_template2,good/excellent,good,excellent,good,excellent,adj,2,"that movie is good, but not excellent.",0.32,True,cross-scale/human_data/vt16.csv,"That movie is good, but not",excellent, excellent,.,"That movie is good, but not excellent.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/good_excellent.json,1005,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_015_template3__template_3__good_excellent,vt16,van Tiel et al. (2016),vt16_015_template3,good/excellent,good,excellent,good,excellent,adj,3,"this sandwich is good, but not excellent.",0.32,True,cross-scale/human_data/vt16.csv,"This sandwich is good, but not",excellent, excellent,.,"This sandwich is good, but not excellent.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/good_excellent.json,1005,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_014_template1__template_1__good_perfect,vt16,van Tiel et al. (2016),vt16_014_template1,good/perfect,good,perfect,good,perfect,adj,1,"the layout is good, but not perfect.",0.39,True,cross-scale/human_data/vt16.csv,"The layout is good, but not",perfect, perfect,.,"The layout is good, but not perfect.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/good_perfect.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_014_template2__template_2__good_perfect,vt16,van Tiel et al. (2016),vt16_014_template2,good/perfect,good,perfect,good,perfect,adj,2,"this solution is good, but not perfect.",0.39,True,cross-scale/human_data/vt16.csv,"This solution is good, but not",perfect, perfect,.,"This solution is good, but not perfect.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/good_perfect.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_014_template3__template_3__good_perfect,vt16,van Tiel et al. (2016),vt16_014_template3,good/perfect,good,perfect,good,perfect,adj,3,"that answer is good, but not perfect.",0.39,True,cross-scale/human_data/vt16.csv,"That answer is good, but not",perfect, perfect,.,"That answer is good, but not perfect.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/good_perfect.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_016_template1__template_1__hard_unsolvable,vt16,van Tiel et al. (2016),vt16_016_template1,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,1,"that problem is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,"That problem is hard, but not",unsolvable, unsolvable,.,"That problem is hard, but not unsolvable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/hard_unsolvable.json,1006,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_016_template2__template_2__hard_unsolvable,vt16,van Tiel et al. (2016),vt16_016_template2,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,2,"the issue is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,"The issue is hard, but not",unsolvable, unsolvable,.,"The issue is hard, but not unsolvable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/hard_unsolvable.json,1006,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_016_template3__template_3__hard_unsolvable,vt16,van Tiel et al. (2016),vt16_016_template3,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,3,"the puzzle is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,"The puzzle is hard, but not",unsolvable, unsolvable,.,"The puzzle is hard, but not unsolvable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/hard_unsolvable.json,1006,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_017_template1__template_1__hungry_starving,vt16,van Tiel et al. (2016),vt16_017_template1,hungry/starving,hungry,starving,hungry,starving,adj,1,"the boy is hungry, but not starving.",0.25,True,cross-scale/human_data/vt16.csv,"The boy is hungry, but not",starving, starving,.,"The boy is hungry, but not starving.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/hungry_starving.json,1007,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_017_template2__template_2__hungry_starving,vt16,van Tiel et al. (2016),vt16_017_template2,hungry/starving,hungry,starving,hungry,starving,adj,2,"the dog is hungry, but not starving.",0.25,True,cross-scale/human_data/vt16.csv,"The dog is hungry, but not",starving, starving,.,"The dog is hungry, but not starving.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/hungry_starving.json,1007,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_017_template3__template_3__hungry_starving,vt16,van Tiel et al. (2016),vt16_017_template3,hungry/starving,hungry,starving,hungry,starving,adj,3,"the elephant is hungry, but not starving.",0.25,True,cross-scale/human_data/vt16.csv,"The elephant is hungry, but not",starving, starving,.,"The elephant is hungry, but not starving.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/hungry_starving.json,1007,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_018_template1__template_1__intelligent_brilliant,vt16,van Tiel et al. (2016),vt16_018_template1,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,1,"the assistant is intelligent, but not brilliant.",0.07,True,cross-scale/human_data/vt16.csv,"The assistant is intelligent, but not",brilliant, brilliant,.,"The assistant is intelligent, but not brilliant.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/intelligent_brilliant.json,1008,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_018_template2__template_2__intelligent_brilliant,vt16,van Tiel et al. (2016),vt16_018_template2,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,2,"that professor is intelligent, but not brilliant.",0.07,True,cross-scale/human_data/vt16.csv,"That professor is intelligent, but not",brilliant, brilliant,.,"That professor is intelligent, but not brilliant.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/intelligent_brilliant.json,1008,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_018_template3__template_3__intelligent_brilliant,vt16,van Tiel et al. (2016),vt16_018_template3,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,3,"this student is intelligent, but not brilliant.",0.07,True,cross-scale/human_data/vt16.csv,"This student is intelligent, but not",brilliant, brilliant,.,"This student is intelligent, but not brilliant.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/intelligent_brilliant.json,1008,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_019_template1__template_1__like_love,vt16,van Tiel et al. (2016),vt16_019_template1,like/love,like,love,likes,loves,verb,1,"the princess likes dancing, but does not love it.",0.25,True,cross-scale/human_data/vt16.csv,"The princess likes dancing, but does not",love, love,it.,"The princess likes dancing, but does not love it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/like_love.json,226,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_019_template2__template_2__like_love,vt16,van Tiel et al. (2016),vt16_019_template2,like/love,like,love,likes,loves,verb,2,"the actress likes the movie, but does not love it.",0.25,True,cross-scale/human_data/vt16.csv,"The actress likes the movie, but does not",love, love,it.,"The actress likes the movie, but does not love it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/like_love.json,226,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_019_template3__template_3__like_love,vt16,van Tiel et al. (2016),vt16_019_template3,like/love,like,love,likes,loves,verb,3,"the manager likes spaghetti, but does not love it.",0.25,True,cross-scale/human_data/vt16.csv,"The manager likes spaghetti, but does not",love, love,it.,"The manager likes spaghetti, but does not love it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/like_love.json,226,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_020_template1__template_1__low_depleted,vt16,van Tiel et al. (2016),vt16_020_template1,low/depleted,low,depleted,low,depleted,adj,1,"the energy is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,"The energy is low, but not",depleted, depleted,.,"The energy is low, but not depleted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/low_depleted.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_020_template2__template_2__low_depleted,vt16,van Tiel et al. (2016),vt16_020_template2,low/depleted,low,depleted,low,depleted,adj,2,"this battery is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,"This battery is low, but not",depleted, depleted,.,"This battery is low, but not depleted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/low_depleted.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_020_template3__template_3__low_depleted,vt16,van Tiel et al. (2016),vt16_020_template3,low/depleted,low,depleted,low,depleted,adj,3,"the gas is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,"The gas is low, but not",depleted, depleted,.,"The gas is low, but not depleted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/low_depleted.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_022_template1__template_1__may_have to,vt16,van Tiel et al. (2016),vt16_022_template1,may/have to,may,have to,may,has to,verb,1,"the child may eat an apple it, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,"The child may eat an apple it, but does not",have to, have to,.,"The child may eat an apple it, but does not have to.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/may_have to.json,228,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_022_template2__template_2__may_have to,vt16,van Tiel et al. (2016),vt16_022_template2,may/have to,may,have to,may,has to,verb,2,"the boy may watch television, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,"The boy may watch television, but does not",have to, have to,.,"The boy may watch television, but does not have to.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/may_have to.json,228,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_022_template3__template_3__may_have to,vt16,van Tiel et al. (2016),vt16_022_template3,may/have to,may,have to,may,has to,verb,3,"the dog may sleep on the bed, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,"The dog may sleep on the bed, but does not",have to, have to,.,"The dog may sleep on the bed, but does not have to.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/may_have to.json,228,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_021_template1__template_1__may_will,vt16,van Tiel et al. (2016),vt16_021_template1,may/will,may,will,may,will,verb,1,"this lawyer may appear in person, but will not.",0.89,True,cross-scale/human_data/vt16.csv,"This lawyer may appear in person, but",will, will,not.,"This lawyer may appear in person, but will not.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/may_will.json,227,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_021_template2__template_2__may_will,vt16,van Tiel et al. (2016),vt16_021_template2,may/will,may,will,may,will,verb,2,"the teacher may come, but will not.",0.89,True,cross-scale/human_data/vt16.csv,"The teacher may come, but",will, will,not.,"The teacher may come, but will not.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/may_will.json,227,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_021_template3__template_3__may_will,vt16,van Tiel et al. (2016),vt16_021_template3,may/will,may,will,may,will,verb,3,"the student may pass, but will not.",0.89,True,cross-scale/human_data/vt16.csv,"The student may pass, but",will, will,not.,"The student may pass, but will not.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/may_will.json,227,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_023_template1__template_1__memorable_unforgettable,vt16,van Tiel et al. (2016),vt16_023_template1,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,1,"this party is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,"This party is memorable, but not",unforgettable, unforgettable,.,"This party is memorable, but not unforgettable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/memorable_unforgettable.json,520,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_023_template2__template_2__memorable_unforgettable,vt16,van Tiel et al. (2016),vt16_023_template2,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,2,"the view is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,"The view is memorable, but not",unforgettable, unforgettable,.,"The view is memorable, but not unforgettable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/memorable_unforgettable.json,520,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_023_template3__template_3__memorable_unforgettable,vt16,van Tiel et al. (2016),vt16_023_template3,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,3,"this movie is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,"This movie is memorable, but not",unforgettable, unforgettable,.,"This movie is memorable, but not unforgettable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/memorable_unforgettable.json,520,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_024_template1__template_1__old_ancient,vt16,van Tiel et al. (2016),vt16_024_template1,old/ancient,old,ancient,old,ancient,adj,1,"that house is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,"That house is old, but not",ancient, ancient,.,"That house is old, but not ancient.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/old_ancient.json,1010,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_024_template2__template_2__old_ancient,vt16,van Tiel et al. (2016),vt16_024_template2,old/ancient,old,ancient,old,ancient,adj,2,"that mirror is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,"That mirror is old, but not",ancient, ancient,.,"That mirror is old, but not ancient.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/old_ancient.json,1010,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_024_template3__template_3__old_ancient,vt16,van Tiel et al. (2016),vt16_024_template3,old/ancient,old,ancient,old,ancient,adj,3,"that table is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,"That table is old, but not",ancient, ancient,.,"That table is old, but not ancient.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/old_ancient.json,1010,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_025_template1__template_1__palatable_delicious,vt16,van Tiel et al. (2016),vt16_025_template1,palatable/delicious,palatable,delicious,palatable,delicious,adj,1,"the food is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,"The food is palatable, but not",delicious, delicious,.,"The food is palatable, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/palatable_delicious.json,1011,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_025_template2__template_2__palatable_delicious,vt16,van Tiel et al. (2016),vt16_025_template2,palatable/delicious,palatable,delicious,palatable,delicious,adj,2,"that wine is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,"That wine is palatable, but not",delicious, delicious,.,"That wine is palatable, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/palatable_delicious.json,1011,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_025_template3__template_3__palatable_delicious,vt16,van Tiel et al. (2016),vt16_025_template3,palatable/delicious,palatable,delicious,palatable,delicious,adj,3,"the dessert is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,"The dessert is palatable, but not",delicious, delicious,.,"The dessert is palatable, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/palatable_delicious.json,1011,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_026_template1__template_1__participate_win,vt16,van Tiel et al. (2016),vt16_026_template1,participate/win,participate,win,participated,won,verb,1,"the freshman participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,"The freshman participated, but did not",win, win,.,"The freshman participated, but did not win.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/participate_win.json,229,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_026_template2__template_2__participate_win,vt16,van Tiel et al. (2016),vt16_026_template2,participate/win,participate,win,participated,won,verb,2,"the runner participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,"The runner participated, but did not",win, win,.,"The runner participated, but did not win.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/participate_win.json,229,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_026_template3__template_3__participate_win,vt16,van Tiel et al. (2016),vt16_026_template3,participate/win,participate,win,participated,won,verb,3,"the skier participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,"The skier participated, but did not",win, win,.,"The skier participated, but did not win.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/participate_win.json,229,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_027_template1__template_1__possible_certain,vt16,van Tiel et al. (2016),vt16_027_template1,possible/certain,possible,certain,possible,certain,adj,1,"happiness is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,"Happiness is possible, but not",certain, certain,.,"Happiness is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_027_template2__template_2__possible_certain,vt16,van Tiel et al. (2016),vt16_027_template2,possible/certain,possible,certain,possible,certain,adj,2,"failing is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,"Failing is possible, but not",certain, certain,.,"Failing is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_027_template3__template_3__possible_certain,vt16,van Tiel et al. (2016),vt16_027_template3,possible/certain,possible,certain,possible,certain,adj,3,"success is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,"Success is possible, but not",certain, certain,.,"Success is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_028_template1__template_1__pretty_beautiful,vt16,van Tiel et al. (2016),vt16_028_template1,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,1,"this model is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,"This model is pretty, but not",beautiful, beautiful,.,"This model is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/pretty_beautiful.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_028_template2__template_2__pretty_beautiful,vt16,van Tiel et al. (2016),vt16_028_template2,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,2,"that lady is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,"That lady is pretty, but not",beautiful, beautiful,.,"That lady is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/pretty_beautiful.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_028_template3__template_3__pretty_beautiful,vt16,van Tiel et al. (2016),vt16_028_template3,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,3,"the girl is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,"The girl is pretty, but not",beautiful, beautiful,.,"The girl is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/pretty_beautiful.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_029_template1__template_1__rare_extinct,vt16,van Tiel et al. (2016),vt16_029_template1,rare/extinct,rare,extinct,rare,extinct,adj,1,"that plant is rare, but not extinct.",0.79,True,cross-scale/human_data/vt16.csv,"That plant is rare, but not",extinct, extinct,.,"That plant is rare, but not extinct.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/rare_extinct.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
