prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
g18__g18_043__template_default__silly_ridiculous__no_frame,g18,Gotzner et al. (2018),g18_043,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,default,"It is silly, but not ridiculous.",0.39,True,cross-scale/human_data/g18.csv,It is silly.,silly,ridiculous,It is, ridiculous, ,.,It is ___.,It is ridiculous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_070__template_default__sleepy_asleep__no_frame,g18,Gotzner et al. (2018),g18_070,sleepy/asleep,sleepy,asleep,sleepy,asleep,adj,default,"He is sleepy, but not asleep.",0.81,True,cross-scale/human_data/g18.csv,He is sleepy.,sleepy,asleep,He is, asleep, ,.,He is ___.,He is asleep.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_021__template_default__small_tiny__no_frame,g18,Gotzner et al. (2018),g18_021,small/tiny,small,tiny,small,tiny,adj,default,"It is small, but not tiny.",0.24,True,cross-scale/human_data/g18.csv,It is small.,small,tiny,It is, tiny, ,.,It is ___.,It is tiny.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_012__template_default__snug_tight__no_frame,g18,Gotzner et al. (2018),g18_012,snug/tight,snug,tight,snug,tight,adj,default,"It is snug, but not tight.",0.18,True,cross-scale/human_data/g18.csv,It is snug.,snug,tight,It is, tight, ,.,It is ___.,It is tight.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_011__template_default__special_unique__no_frame,g18,Gotzner et al. (2018),g18_011,special/unique,special,unique,special,unique,adj,default,"It is special, but not unique.",0.17,True,cross-scale/human_data/g18.csv,It is special.,special,unique,It is, unique, ,.,It is ___.,It is unique.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_009__template_default__tasty_delicious__no_frame,g18,Gotzner et al. (2018),g18_009,tasty/delicious,tasty,delicious,tasty,delicious,adj,default,"That is tasty, but not delicious.",0.16,True,cross-scale/human_data/g18.csv,That is tasty.,tasty,delicious,That is, delicious, ,.,That is ___.,That is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_003__template_default__thin_skinny__no_frame,g18,Gotzner et al. (2018),g18_003,thin/skinny,thin,skinny,thin,skinny,adj,default,"She is thin, but not skinny.",0.11,True,cross-scale/human_data/g18.csv,She is thin.,thin,skinny,She is, skinny, ,.,She is ___.,She is skinny.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_042__template_default__tipsy_drunk__no_frame,g18,Gotzner et al. (2018),g18_042,tipsy/drunk,tipsy,drunk,tipsy,drunk,adj,default,"She is tipsy, but not drunk.",0.38,True,cross-scale/human_data/g18.csv,She is tipsy.,tipsy,drunk,She is, drunk, ,.,She is ___.,She is drunk.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_030__template_default__tired_exhausted__no_frame,g18,Gotzner et al. (2018),g18_030,tired/exhausted,tired,exhausted,tired,exhausted,adj,default,"He is tired, but not exhausted.",0.3,True,cross-scale/human_data/g18.csv,He is tired.,tired,exhausted,He is, exhausted, ,.,He is ___.,He is exhausted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_004__template_default__transparent_crystal clear__no_frame,g18,Gotzner et al. (2018),g18_004,transparent/crystal clear,transparent,crystal clear,transparent,crystal clear,adj,default,"It is transparent, but not crystal clear.",0.11,True,cross-scale/human_data/g18.csv,It is transparent.,transparent,crystal clear,It is, crystal clear, ,.,It is ___.,It is crystal clear.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_016__template_default__ugly_hideous__no_frame,g18,Gotzner et al. (2018),g18_016,ugly/hideous,ugly,hideous,ugly,hideous,adj,default,"He is ugly, but not hideous.",0.21,True,cross-scale/human_data/g18.csv,He is ugly.,ugly,hideous,He is, hideous, ,.,He is ___.,He is hideous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_029__template_default__unhappy_miserable__no_frame,g18,Gotzner et al. (2018),g18_029,unhappy/miserable,unhappy,miserable,unhappy,miserable,adj,default,"She is unhappy, but not miserable.",0.29,True,cross-scale/human_data/g18.csv,She is unhappy.,unhappy,miserable,She is, miserable, ,.,She is ___.,She is miserable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_017__template_default__unkind_nasty__no_frame,g18,Gotzner et al. (2018),g18_017,unkind/nasty,unkind,nasty,unkind,nasty,adj,default,"He is unkind, but not nasty.",0.21,True,cross-scale/human_data/g18.csv,He is unkind.,unkind,nasty,He is, nasty, ,.,He is ___.,He is nasty.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_057__template_default__unsettling_horrific__no_frame,g18,Gotzner et al. (2018),g18_057,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,default,"It is unsettling, but not horrific.",0.62,True,cross-scale/human_data/g18.csv,It is unsettling.,unsettling,horrific,It is, horrific, ,.,It is ___.,It is horrific.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_061__template_default__warm_hot__no_frame,g18,Gotzner et al. (2018),g18_061,warm/hot,warm,hot,warm,hot,adj,default,"It is warm, but not hot.",0.7,True,cross-scale/human_data/g18.csv,It is warm.,warm,hot,It is, hot, ,.,It is ___.,It is hot.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_048__template_default__wary_scared__no_frame,g18,Gotzner et al. (2018),g18_048,wary/scared,wary,scared,wary,scared,adj,default,"He is wary, but not scared.",0.45,True,cross-scale/human_data/g18.csv,He is wary.,wary,scared,He is, scared, ,.,He is ___.,He is scared.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_022__template_default__wet_soaked__no_frame,g18,Gotzner et al. (2018),g18_022,wet/soaked,wet,soaked,wet,soaked,adj,default,"It is wet, but not soaked.",0.24,True,cross-scale/human_data/g18.csv,It is wet.,wet,soaked,It is, soaked, ,.,It is ___.,It is soaked.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_001__template_default__amazing_miraculous__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_001,amazing/miraculous,amazing,miraculous,amazing,miraculous,adj,default,"His achievement was amazing, but not miraculous.",0.363636364,True,cross-scale/human_data/pvt21.csv,His achievement was amazing.,amazing,miraculous,His achievement was, miraculous, ,.,His achievement was ___.,His achievement was miraculous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_002__template_default__angry_violent__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_002,angry/violent,angry,violent,angry,violent,adj,default,"The character was angry, but not violent.",0.176470588,True,cross-scale/human_data/pvt21.csv,The character was angry.,angry,violent,The character was, violent, ,.,The character was ___.,The character was violent.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_003__template_default__big_huge__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_003,big/huge,big,huge,big,huge,adj,default,"The building was big, but not huge.",0.210526316,True,cross-scale/human_data/pvt21.csv,The building was big.,big,huge,The building was, huge, ,.,The building was ___.,The building was huge.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_004__template_default__bizarre_surreal__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_004,bizarre/surreal,bizarre,surreal,bizarre,surreal,adj,default,"The movie was bizarre, but not surreal.",0.260869565,True,cross-scale/human_data/pvt21.csv,The movie was bizarre.,bizarre,surreal,The movie was, surreal, ,.,The movie was ___.,The movie was surreal.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_005__template_default__bright_brilliant__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_005,bright/brilliant,bright,brilliant,bright,brilliant,adj,default,"The student was bright, but not brilliant.",0.125,True,cross-scale/human_data/pvt21.csv,The student was bright.,bright,brilliant,The student was, brilliant, ,.,The student was ___.,The student was brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_006__template_default__busy_full__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_006,busy/full,busy,full,busy,full,adj,default,"The restaurant was busy, but not full.",0.2,True,cross-scale/human_data/pvt21.csv,The restaurant was busy.,busy,full,The restaurant was, full, ,.,The restaurant was ___.,The restaurant was full.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_007__template_default__calm_meditative__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_007,calm/meditative,calm,meditative,calm,meditative,adj,default,"The music was calm, but not meditative.",0.057142857,True,cross-scale/human_data/pvt21.csv,The music was calm.,calm,meditative,The music was, meditative, ,.,The music was ___.,The music was meditative.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_008__template_default__casual_sloppy__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_008,casual/sloppy,casual,sloppy,casual,sloppy,adj,default,"His style was casual, but not sloppy.",0.517241379,True,cross-scale/human_data/pvt21.csv,His style was casual.,casual,sloppy,His style was, sloppy, ,.,His style was ___.,His style was sloppy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
