prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
g18__g18_019__template_default__large_gigantic,g18,Gotzner et al. (2018),g18_019,large/gigantic,large,gigantic,large,gigantic,adj,default,"It is large, but not gigantic.",0.22,True,cross-scale/human_data/g18.csv,"It is large, but not",gigantic, gigantic,.,"It is large, but not gigantic.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/large_gigantic.json,365,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[57873],"[""Ġgigantic""]",[-4.802877902984619],1,-4.8028779030,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_027__template_default__light_white,g18,Gotzner et al. (2018),g18_027,light/white,light,white,light,white,adj,default,"That is light, but not white.",0.27,True,cross-scale/human_data/g18.csv,"That is light, but not",white, white,.,"That is light, but not white.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/light_white.json,40,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4158],"[""Ġwhite""]",[-5.11097526550293],1,-5.1109752655,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_068__template_default__likely_certain,g18,Gotzner et al. (2018),g18_068,likely/certain,likely,certain,likely,certain,adj,default,"It is likely, but not certain.",0.79,True,cross-scale/human_data/g18.csv,"It is likely, but not",certain, certain,.,"It is likely, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/likely_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-0.6700391173362732],1,-0.6700391173,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_037__template_default__loud_defeaning,g18,Gotzner et al. (2018),g18_037,loud/defeaning,loud,defeaning,loud,defeaning,adj,default,"It is loud, but not defeaning.",0.34,True,cross-scale/human_data/g18.csv,"It is loud, but not",defeaning, defeaning,.,"It is loud, but not defeaning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/loud_defeaning.json,1026,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[707,5307,287]","[""Ġdef"",""ean"",""ing""]","[-12.663886070251465,-2.4861679077148438,-0.050949107855558395]",3,-15.2010030858,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_069__template_default__low_depleted,g18,Gotzner et al. (2018),g18_069,low/depleted,low,depleted,low,depleted,adj,default,"It is low, but not depleted.",0.81,True,cross-scale/human_data/g18.csv,"It is low, but not",depleted, depleted,.,"It is low, but not depleted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/low_depleted.json,1044,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[78166],"[""Ġdepleted""]",[-10.03076171875],1,-10.0307617188,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_060__template_default__mediocre_bad,g18,Gotzner et al. (2018),g18_060,mediocre/bad,mediocre,bad,mediocre,bad,adj,default,"It is mediocre, but not bad.",0.7,True,cross-scale/human_data/g18.csv,"It is mediocre, but not",bad, bad,.,"It is mediocre, but not bad.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/mediocre_bad.json,11,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3873],"[""Ġbad""]",[-1.2281816005706787],1,-1.2281816006,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_039__template_default__memorable_unforgettable,g18,Gotzner et al. (2018),g18_039,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,default,"It is memorable, but not unforgettable.",0.37,True,cross-scale/human_data/g18.csv,"It is memorable, but not",unforgettable, unforgettable,.,"It is memorable, but not unforgettable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/memorable_unforgettable.json,520,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[59998],"[""Ġunforgettable""]",[-6.014589309692383],1,-6.0145893097,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_033__template_default__old_ancient,g18,Gotzner et al. (2018),g18_033,old/ancient,old,ancient,old,ancient,adj,default,"That is old, but not ancient.",0.32,True,cross-scale/human_data/g18.csv,"That is old, but not",ancient, ancient,.,"That is old, but not ancient.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/old_ancient.json,1022,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[13833],"[""Ġancient""]",[-3.5455238819122314],1,-3.5455238819,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_050__template_default__palatable_delicious,g18,Gotzner et al. (2018),g18_050,palatable/delicious,palatable,delicious,palatable,delicious,adj,default,"It is palatable, but not delicious.",0.47,True,cross-scale/human_data/g18.csv,"It is palatable, but not",delicious, delicious,.,"It is palatable, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/palatable_delicious.json,1007,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[17923],"[""Ġdelicious""]",[-4.403807640075684],1,-4.4038076401,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_032__template_default__poor_destitute,g18,Gotzner et al. (2018),g18_032,poor/destitute,poor,destitute,poor,destitute,adj,default,"She is poor, but not destitute.",0.31,True,cross-scale/human_data/g18.csv,"She is poor, but not",destitute, destitute,.,"She is poor, but not destitute.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/poor_destitute.json,1021,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[3201,275,1070]","[""Ġdest"",""it"",""ute""]","[-3.927644729614258,-0.0030273818410933018,-0.0015545914648100734]",3,-3.9322267029,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_056__template_default__possible_certain,g18,Gotzner et al. (2018),g18_056,possible/certain,possible,certain,possible,certain,adj,default,"It is possible, but not certain.",0.58,True,cross-scale/human_data/g18.csv,"It is possible, but not",certain, certain,.,"It is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-4.72735595703125],1,-4.7273559570,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_015__template_default__pretty_gorgeous,g18,Gotzner et al. (2018),g18_015,pretty/gorgeous,pretty,gorgeous,pretty,gorgeous,adj,default,"She is pretty, but not gorgeous.",0.19,True,cross-scale/human_data/g18.csv,"She is pretty, but not",gorgeous, gorgeous,.,"She is pretty, but not gorgeous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/pretty_gorgeous.json,147,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[23511],"[""Ġgorgeous""]",[-5.557219505310059],1,-5.5572195053,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_058__template_default__quiet_inaudible,g18,Gotzner et al. (2018),g18_058,quiet/inaudible,quiet,inaudible,quiet,inaudible,adj,default,"It is quiet, but not inaudible.",0.63,True,cross-scale/human_data/g18.csv,"It is quiet, but not",inaudible, inaudible,.,"It is quiet, but not inaudible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/quiet_inaudible.json,372,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[304,7880,1238]","[""Ġin"",""aud"",""ible""]","[-3.914224624633789,-6.642393112182617,-0.04791076108813286]",3,-10.6045284979,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_028__template_default__rainy_pouring,g18,Gotzner et al. (2018),g18_028,rainy/pouring,rainy,pouring,rainy,pouring,adj,default,"It is rainy, but not pouring.",0.29,True,cross-scale/human_data/g18.csv,"It is rainy, but not",pouring, pouring,.,"It is rainy, but not pouring.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/rainy_pouring.json,1018,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[50413],"[""Ġpouring""]",[-5.312772274017334],1,-5.3127722740,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_063__template_default__rare_extinct,g18,Gotzner et al. (2018),g18_063,rare/extinct,rare,extinct,rare,extinct,adj,default,"It is rare, but not extinct.",0.74,True,cross-scale/human_data/g18.csv,"It is rare, but not",extinct, extinct,.,"It is rare, but not extinct.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/rare_extinct.json,1043,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[68818],"[""Ġextinct""]",[-8.280056953430176],1,-8.2800569534,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_067__template_default__satifisfactory_impeccable,g18,Gotzner et al. (2018),g18_067,satifisfactory/impeccable,satifisfactory,impeccable,satifisfactory,impeccable,adj,default,"It is satifisfactory, but not impeccable.",0.79,True,cross-scale/human_data/g18.csv,"It is satifisfactory, but not",impeccable, impeccable,.,"It is satifisfactory, but not impeccable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/satifisfactory_impeccable.json,559,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[88546],"[""Ġimpeccable""]",[-8.766984939575195],1,-8.7669849396,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_066__template_default__scarce_unavailable,g18,Gotzner et al. (2018),g18_066,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,default,"It is scarce, but not unavailable.",0.76,True,cross-scale/human_data/g18.csv,"It is scarce, but not",unavailable, unavailable,.,"It is scarce, but not unavailable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/scarce_unavailable.json,532,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[34987],"[""Ġunavailable""]",[-7.518240928649902],1,-7.5182409286,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_034__template_default__scared_petrified,g18,Gotzner et al. (2018),g18_034,scared/petrified,scared,petrified,scared,petrified,adj,default,"She is scared, but not petrified.",0.32,True,cross-scale/human_data/g18.csv,"She is scared, but not",petrified, petrified,.,"She is scared, but not petrified.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/scared_petrified.json,1023,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[6753,81,1870]","[""Ġpet"",""r"",""ified""]","[-5.815817356109619,-0.002413933165371418,-0.009486950002610683]",3,-5.8277182393,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_047__template_default__sick_terminally ill,g18,Gotzner et al. (2018),g18_047,sick/terminally ill,sick,terminally ill,sick,terminally ill,adj,default,"She is sick, but not terminally ill.",0.45,True,cross-scale/human_data/g18.csv,"She is sick, but not",terminally ill, terminally ill,.,"She is sick, but not terminally ill.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/sick_terminally ill.json,1033,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10204,745,5862]","[""Ġtermin"",""ally"",""Ġill""]","[-5.2933573722839355,-0.001746558933518827,-0.28571203351020813]",3,-5.5808159647,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_024__template_default__sickish_sick,g18,Gotzner et al. (2018),g18_024,sickish/sick,sickish,sick,sickish,sick,adj,default,"He is sickish, but not sick.",0.25,True,cross-scale/human_data/g18.csv,"He is sickish, but not",sick, sick,.,"He is sickish, but not sick.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/sickish_sick.json,1016,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[14036],"[""Ġsick""]",[-1.7732222080230713],1,-1.7732222080,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_035__template_default__silly_idiotic,g18,Gotzner et al. (2018),g18_035,silly/idiotic,silly,idiotic,silly,idiotic,adj,default,"That is silly, but not idiotic.",0.32,True,cross-scale/human_data/g18.csv,"That is silly, but not",idiotic, idiotic,.,"That is silly, but not idiotic.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/silly_idiotic.json,1024,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[42258,292]","[""Ġidiot"",""ic""]","[-6.862546920776367,-0.038956087082624435]",2,-6.9015030079,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_043__template_default__silly_ridiculous,g18,Gotzner et al. (2018),g18_043,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,default,"It is silly, but not ridiculous.",0.39,True,cross-scale/human_data/g18.csv,"It is silly, but not",ridiculous, ridiculous,.,"It is silly, but not ridiculous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/silly_ridiculous.json,1030,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[26775],"[""Ġridiculous""]",[-4.7007551193237305],1,-4.7007551193,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_070__template_default__sleepy_asleep,g18,Gotzner et al. (2018),g18_070,sleepy/asleep,sleepy,asleep,sleepy,asleep,adj,default,"He is sleepy, but not asleep.",0.81,True,cross-scale/human_data/g18.csv,"He is sleepy, but not",asleep, asleep,.,"He is sleepy, but not asleep.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/sleepy_asleep.json,1045,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[32073],"[""Ġasleep""]",[-4.487705230712891],1,-4.4877052307,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_021__template_default__small_tiny,g18,Gotzner et al. (2018),g18_021,small/tiny,small,tiny,small,tiny,adj,default,"It is small, but not tiny.",0.24,True,cross-scale/human_data/g18.csv,"It is small, but not",tiny, tiny,.,"It is small, but not tiny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/small_tiny.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[13673],"[""Ġtiny""]",[-2.2812225818634033],1,-2.2812225819,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_012__template_default__snug_tight,g18,Gotzner et al. (2018),g18_012,snug/tight,snug,tight,snug,tight,adj,default,"It is snug, but not tight.",0.18,True,cross-scale/human_data/g18.csv,"It is snug, but not",tight, tight,.,"It is snug, but not tight.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/snug_tight.json,1010,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[10296],"[""Ġtight""]",[-1.8622921705245972],1,-1.8622921705,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
