prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
g18__g18_014__template_default__intelligent_brilliant__no_frame,g18,Gotzner et al. (2018),g18_014,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,default,"He is intelligent, but not brilliant.",0.19,True,cross-scale/human_data/g18.csv,He is intelligent.,intelligent,brilliant,He is, brilliant, ,.,He is ___.,He is brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19752],"[""Ġbrilliant""]",[-8.734172821044922],1,-8.7341728210,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_019__template_default__large_gigantic__no_frame,g18,Gotzner et al. (2018),g18_019,large/gigantic,large,gigantic,large,gigantic,adj,default,"It is large, but not gigantic.",0.22,True,cross-scale/human_data/g18.csv,It is large.,large,gigantic,It is, gigantic, ,.,It is ___.,It is gigantic.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[57873],"[""Ġgigantic""]",[-16.09288787841797],1,-16.0928878784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_027__template_default__light_white__no_frame,g18,Gotzner et al. (2018),g18_027,light/white,light,white,light,white,adj,default,"That is light, but not white.",0.27,True,cross-scale/human_data/g18.csv,That is light.,light,white,That is, white, ,.,That is ___.,That is white.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[4158],"[""Ġwhite""]",[-11.078184127807617],1,-11.0781841278,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_068__template_default__likely_certain__no_frame,g18,Gotzner et al. (2018),g18_068,likely/certain,likely,certain,likely,certain,adj,default,"It is likely, but not certain.",0.79,True,cross-scale/human_data/g18.csv,It is likely.,likely,certain,It is, certain, ,.,It is ___.,It is certain.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-8.671012878417969],1,-8.6710128784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_037__template_default__loud_defeaning__no_frame,g18,Gotzner et al. (2018),g18_037,loud/defeaning,loud,defeaning,loud,defeaning,adj,default,"It is loud, but not defeaning.",0.34,True,cross-scale/human_data/g18.csv,It is loud.,loud,defeaning,It is, defeaning, ,.,It is ___.,It is defeaning.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[707,5307,287]","[""Ġdef"",""ean"",""ing""]","[-12.617279052734375,-7.867763519287109,-0.2864907681941986]",3,-20.7715333402,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_069__template_default__low_depleted__no_frame,g18,Gotzner et al. (2018),g18_069,low/depleted,low,depleted,low,depleted,adj,default,"It is low, but not depleted.",0.81,True,cross-scale/human_data/g18.csv,It is low.,low,depleted,It is, depleted, ,.,It is ___.,It is depleted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[78166],"[""Ġdepleted""]",[-17.49913787841797],1,-17.4991378784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_060__template_default__mediocre_bad__no_frame,g18,Gotzner et al. (2018),g18_060,mediocre/bad,mediocre,bad,mediocre,bad,adj,default,"It is mediocre, but not bad.",0.7,True,cross-scale/human_data/g18.csv,It is mediocre.,mediocre,bad,It is, bad, ,.,It is ___.,It is bad.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3873],"[""Ġbad""]",[-8.514762878417969],1,-8.5147628784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_039__template_default__memorable_unforgettable__no_frame,g18,Gotzner et al. (2018),g18_039,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,default,"It is memorable, but not unforgettable.",0.37,True,cross-scale/human_data/g18.csv,It is memorable.,memorable,unforgettable,It is, unforgettable, ,.,It is ___.,It is unforgettable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[59998],"[""Ġunforgettable""]",[-12.272575378417969],1,-12.2725753784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_033__template_default__old_ancient__no_frame,g18,Gotzner et al. (2018),g18_033,old/ancient,old,ancient,old,ancient,adj,default,"That is old, but not ancient.",0.32,True,cross-scale/human_data/g18.csv,That is old.,old,ancient,That is, ancient, ,.,That is ___.,That is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[13833],"[""Ġancient""]",[-12.078184127807617],1,-12.0781841278,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_050__template_default__palatable_delicious__no_frame,g18,Gotzner et al. (2018),g18_050,palatable/delicious,palatable,delicious,palatable,delicious,adj,default,"It is palatable, but not delicious.",0.47,True,cross-scale/human_data/g18.csv,It is palatable.,palatable,delicious,It is, delicious, ,.,It is ___.,It is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[17923],"[""Ġdelicious""]",[-9.967887878417969],1,-9.9678878784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_032__template_default__poor_destitute__no_frame,g18,Gotzner et al. (2018),g18_032,poor/destitute,poor,destitute,poor,destitute,adj,default,"She is poor, but not destitute.",0.31,True,cross-scale/human_data/g18.csv,She is poor.,poor,destitute,She is, destitute, ,.,She is ___.,She is destitute.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[3201,275,1070]","[""Ġdest"",""it"",""ute""]","[-13.574426651000977,-0.2559785544872284,-0.001166735659353435]",3,-13.8315719411,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_056__template_default__possible_certain__no_frame,g18,Gotzner et al. (2018),g18_056,possible/certain,possible,certain,possible,certain,adj,default,"It is possible, but not certain.",0.58,True,cross-scale/human_data/g18.csv,It is possible.,possible,certain,It is, certain, ,.,It is ___.,It is certain.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-8.671012878417969],1,-8.6710128784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_015__template_default__pretty_gorgeous__no_frame,g18,Gotzner et al. (2018),g18_015,pretty/gorgeous,pretty,gorgeous,pretty,gorgeous,adj,default,"She is pretty, but not gorgeous.",0.19,True,cross-scale/human_data/g18.csv,She is pretty.,pretty,gorgeous,She is, gorgeous, ,.,She is ___.,She is gorgeous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[23511],"[""Ġgorgeous""]",[-8.848115921020508],1,-8.8481159210,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_058__template_default__quiet_inaudible__no_frame,g18,Gotzner et al. (2018),g18_058,quiet/inaudible,quiet,inaudible,quiet,inaudible,adj,default,"It is quiet, but not inaudible.",0.63,True,cross-scale/human_data/g18.csv,It is quiet.,quiet,inaudible,It is, inaudible, ,.,It is ___.,It is inaudible.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[304,7880,1238]","[""Ġin"",""aud"",""ible""]","[-6.023529052734375,-10.32744026184082,-0.03770098090171814]",3,-16.3886702955,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_028__template_default__rainy_pouring__no_frame,g18,Gotzner et al. (2018),g18_028,rainy/pouring,rainy,pouring,rainy,pouring,adj,default,"It is rainy, but not pouring.",0.29,True,cross-scale/human_data/g18.csv,It is rainy.,rainy,pouring,It is, pouring, ,.,It is ___.,It is pouring.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[50413],"[""Ġpouring""]",[-11.014762878417969],1,-11.0147628784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_063__template_default__rare_extinct__no_frame,g18,Gotzner et al. (2018),g18_063,rare/extinct,rare,extinct,rare,extinct,adj,default,"It is rare, but not extinct.",0.74,True,cross-scale/human_data/g18.csv,It is rare.,rare,extinct,It is, extinct, ,.,It is ___.,It is extinct.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[68818],"[""Ġextinct""]",[-16.48351287841797],1,-16.4835128784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_067__template_default__satifisfactory_impeccable__no_frame,g18,Gotzner et al. (2018),g18_067,satifisfactory/impeccable,satifisfactory,impeccable,satifisfactory,impeccable,adj,default,"It is satifisfactory, but not impeccable.",0.79,True,cross-scale/human_data/g18.csv,It is satifisfactory.,satifisfactory,impeccable,It is, impeccable, ,.,It is ___.,It is impeccable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[88546],"[""Ġimpeccable""]",[-15.147575378417969],1,-15.1475753784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_066__template_default__scarce_unavailable__no_frame,g18,Gotzner et al. (2018),g18_066,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,default,"It is scarce, but not unavailable.",0.76,True,cross-scale/human_data/g18.csv,It is scarce.,scarce,unavailable,It is, unavailable, ,.,It is ___.,It is unavailable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[34987],"[""Ġunavailable""]",[-14.401481628417969],1,-14.4014816284,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_034__template_default__scared_petrified__no_frame,g18,Gotzner et al. (2018),g18_034,scared/petrified,scared,petrified,scared,petrified,adj,default,"She is scared, but not petrified.",0.32,True,cross-scale/human_data/g18.csv,She is scared.,scared,petrified,She is, petrified, ,.,She is ___.,She is petrified.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[6753,81,1870]","[""Ġpet"",""r"",""ified""]","[-11.381555557250977,-0.3225739300251007,-0.03483183681964874]",3,-11.7389613241,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_047__template_default__sick_terminally ill__no_frame,g18,Gotzner et al. (2018),g18_047,sick/terminally ill,sick,terminally ill,sick,terminally ill,adj,default,"She is sick, but not terminally ill.",0.45,True,cross-scale/human_data/g18.csv,She is sick.,sick,terminally ill,She is, terminally ill, ,.,She is ___.,She is terminally ill.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10204,745,5862]","[""Ġtermin"",""ally"",""Ġill""]","[-12.144739151000977,-0.0023436478804796934,-0.0820821151137352]",3,-12.2291649140,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_024__template_default__sickish_sick__no_frame,g18,Gotzner et al. (2018),g18_024,sickish/sick,sickish,sick,sickish,sick,adj,default,"He is sickish, but not sick.",0.25,True,cross-scale/human_data/g18.csv,He is sickish.,sickish,sick,He is, sick, ,.,He is ___.,He is sick.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[14036],"[""Ġsick""]",[-7.890422821044922],1,-7.8904228210,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_035__template_default__silly_idiotic__no_frame,g18,Gotzner et al. (2018),g18_035,silly/idiotic,silly,idiotic,silly,idiotic,adj,default,"That is silly, but not idiotic.",0.32,True,cross-scale/human_data/g18.csv,That is silly.,silly,idiotic,That is, idiotic, ,.,That is ___.,That is idiotic.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[42258,292]","[""Ġidiot"",""ic""]","[-13.312559127807617,-0.13121353089809418]",2,-13.4437726587,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
